,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,audio.wav,114.6135,0.7266922574756959,72.02718472731658,86.51068078261646,37.84505027617129,48.66563050644517,8.985802117175579,246.51291275174,596.6875146949096,75.70544036386383,520.9820743310459,77.0846380250018,667.6243127542551,1782.0439542662543,2736.4871411662466,376.3534798610415,530.9508152585586,619.4844087317107,234.06400758268808,345.67698931795934,313.89817120304497,2.974392797790035,4.577040858204059,1.2225333675248335,1.7550989924993226
